question_id,tags,Pseudoteks (clean_text)
q2169,52;181;185,tag_52 tag_181 tag_185
q2170,53;181;185,tag_53 tag_181 tag_185
q2171,54;181;185,tag_54 tag_181 tag_185
q4794,85,tag_85
q3033,60;56;182,tag_60 tag_56 tag_182
q3034,60;53;182,tag_60 tag_53 tag_182
q3035,60;54;182,tag_60 tag_54 tag_182
q2730,70;56;182,tag_70 tag_56 tag_182
q2731,70;54;182,tag_70 tag_54 tag_182
q2732,70;52;182,tag_70 tag_52 tag_182
q2181,53;182;181,tag_53 tag_182 tag_181
q2182,179;52;182;181,tag_179 tag_52 tag_182 tag_181
q2183,55;182;181,tag_55 tag_182 tag_181
q2367,52;185;181,tag_52 tag_185 tag_181
q2368,52;185;181,tag_52 tag_185 tag_181
q2369,54;185;181,tag_54 tag_185 tag_181
q1668,56;184;181,tag_56 tag_184 tag_181
q1669,52;184;181,tag_52 tag_184 tag_181
q1670,55;184;181,tag_55 tag_184 tag_181
q2505,53;183;184,tag_53 tag_183 tag_184
q2506,56;183;184,tag_56 tag_183 tag_184
q2507,55;183;184,tag_55 tag_183 tag_184
q2535,52;184;183,tag_52 tag_184 tag_183
q2536,52;184;183,tag_52 tag_184 tag_183
q2537,55;184;183,tag_55 tag_184 tag_183
q2316,56;181;182,tag_56 tag_181 tag_182
q2317,179;54;181;182,tag_179 tag_54 tag_181 tag_182
q2318,54;181;182,tag_54 tag_181 tag_182
q3640,74,tag_74
q5862,80,tag_80
q11050,10;7;182,tag_10 tag_7 tag_182
q10949,10;7;184,tag_10 tag_7 tag_184
q11044,22;2;184,tag_22 tag_2 tag_184
q8093,13;2;179;181,tag_13 tag_2 tag_179 tag_181
q11090,13;2;184,tag_13 tag_2 tag_184
q4939,74,tag_74
q10009,71,tag_71
q2496,56;184;183,tag_56 tag_184 tag_183
q2497,52;184;183,tag_52 tag_184 tag_183
q2498,54;184;183,tag_54 tag_184 tag_183
q3198,60;179;53;183,tag_60 tag_179 tag_53 tag_183
q3199,60;179;57;183,tag_60 tag_179 tag_57 tag_183
q3200,60;179;52;183,tag_60 tag_179 tag_52 tag_183
q3474,68;179;56;183,tag_68 tag_179 tag_56 tag_183
q3475,68;179;52;183,tag_68 tag_179 tag_52 tag_183
q3476,68;179;54;183,tag_68 tag_179 tag_54 tag_183
q3573,70;56;182,tag_70 tag_56 tag_182
q3574,70;52;182,tag_70 tag_52 tag_182
q3575,70;52;182,tag_70 tag_52 tag_182
q2928,64;179;56;183,tag_64 tag_179 tag_56 tag_183
q2929,64;179;52;183,tag_64 tag_179 tag_52 tag_183
q2930,64;179;54;183,tag_64 tag_179 tag_54 tag_183
q9649,78,tag_78
q4090,90,tag_90
q8049,13;2;181,tag_13 tag_2 tag_181
q1890,53;182;183,tag_53 tag_182 tag_183
q1891,52;182;183,tag_52 tag_182 tag_183
q1892,57;182;183,tag_57 tag_182 tag_183
q1551,53;181;182,tag_53 tag_181 tag_182
q1552,55;181;182,tag_55 tag_181 tag_182
q1553,55;181;182,tag_55 tag_181 tag_182
q2644,60;52;182,tag_60 tag_52 tag_182
q2645,60;52;182,tag_60 tag_52 tag_182
q2643,60;56;182,tag_60 tag_56 tag_182
q2811,66;53;182,tag_66 tag_53 tag_182
q2813,66;55;182,tag_66 tag_55 tag_182
q2812,66;52;182,tag_66 tag_52 tag_182
q6814,179;143,tag_179 tag_143
q6815,179;120,tag_179 tag_120
q6816,179;74,tag_179 tag_74
q6813,179;85,tag_179 tag_85
q3030,66;56;182,tag_66 tag_56 tag_182
q3031,66;52;182,tag_66 tag_52 tag_182
q3032,66;54;182,tag_66 tag_54 tag_182
q3735,78,tag_78
q5589,84,tag_84
q3704,78,tag_78
q3781,86,tag_86
q9972,76,tag_76
q6723,88,tag_88
q90,15;2;181,tag_15 tag_2 tag_181
q11001,10;7;183,tag_10 tag_7 tag_183
q23,8;2;183,tag_8 tag_2 tag_183
q72,14;2;179;182,tag_14 tag_2 tag_179 tag_182
q11182,10;7;183,tag_10 tag_7 tag_183
q11165,8;2;182,tag_8 tag_2 tag_182
q10979,18;7;183,tag_18 tag_7 tag_183
q2229,56;183;182,tag_56 tag_183 tag_182
q2230,54;183;182,tag_54 tag_183 tag_182
q2231,52;183;182,tag_52 tag_183 tag_182
q4776,84,tag_84
q8613,77,tag_77
q4264,86,tag_86
q10697,60;56;184,tag_60 tag_56 tag_184
q10698,60;54;184,tag_60 tag_54 tag_184
q10699,60;52;184,tag_60 tag_52 tag_184
q8898,77,tag_77
q9197,85,tag_85
q9127,85,tag_85
q9173,85,tag_85
q11807,143,tag_143
q11808,73,tag_73
q11809,77,tag_77
q11810,134,tag_134
q2217,53;181;184,tag_53 tag_181 tag_184
q2218,53;181;184,tag_53 tag_181 tag_184
q2219,58;181;184,tag_58 tag_181 tag_184
q2547,53;182;181,tag_53 tag_182 tag_181
q2548,52;182;181,tag_52 tag_182 tag_181
q2549,55;182;181,tag_55 tag_182 tag_181
q1794,53;181;184,tag_53 tag_181 tag_184
q1795,55;181;184,tag_55 tag_181 tag_184
q1796,52;181;184,tag_52 tag_181 tag_184
q2280,179;53;181;182,tag_179 tag_53 tag_181 tag_182
q2281,52;181;182,tag_52 tag_181 tag_182
q2282,54;181;182,tag_54 tag_181 tag_182
q1974,56;183;182,tag_56 tag_183 tag_182
q1975,52;183;182,tag_52 tag_183 tag_182
q1976,54;183;182,tag_54 tag_183 tag_182
q5295,80,tag_80
q9936,77,tag_77
q3750,86,tag_86
q4925,87,tag_87
q2295,53;183;184,tag_53 tag_183 tag_184
q2296,52;183;184,tag_52 tag_183 tag_184
q2297,179;58;183;184,tag_179 tag_58 tag_183 tag_184
q1458,52;184;183,tag_52 tag_184 tag_183
q1459,179;52;184;183,tag_179 tag_52 tag_184 tag_183
q1460,54;184;183,tag_54 tag_184 tag_183
q5919,84,tag_84
q3156,59;56;184,tag_59 tag_56 tag_184
q3157,59;52;184,tag_59 tag_52 tag_184
q3158,59;54;184,tag_59 tag_54 tag_184
q11021,8;2;181,tag_8 tag_2 tag_181
q11209,18;7;182,tag_18 tag_7 tag_182
q2265,52;184;183,tag_52 tag_184 tag_183
q2266,54;184;183,tag_54 tag_184 tag_183
q2267,54;184;183,tag_54 tag_184 tag_183
q10812,77,tag_77
q10814,143,tag_143
q10815,71,tag_71
q10813,74,tag_74
q1434,52;184;181,tag_52 tag_184 tag_181
q1435,53;184;181,tag_53 tag_184 tag_181
q1436,55;184;181,tag_55 tag_184 tag_181
q2376,52;181;185,tag_52 tag_181 tag_185
q2377,58;181;185,tag_58 tag_181 tag_185
q2378,52;181;185,tag_52 tag_181 tag_185
q2007,56;182;183,tag_56 tag_182 tag_183
q2008,54;182;183,tag_54 tag_182 tag_183
q2009,54;182;183,tag_54 tag_182 tag_183
q1995,53;182;183,tag_53 tag_182 tag_183
q1996,52;182;183,tag_52 tag_182 tag_183
q1997,54;182;183,tag_54 tag_182 tag_183
q1605,54;182;181,tag_54 tag_182 tag_181
q1606,58;182;181,tag_58 tag_182 tag_181
q1607,179;55;182;181,tag_179 tag_55 tag_182 tag_181
q1899,56;184;181,tag_56 tag_184 tag_181
q1900,52;184;181,tag_52 tag_184 tag_181
q1901,55;184;181,tag_55 tag_184 tag_181
q2172,53;184;183,tag_53 tag_184 tag_183
q2173,179;52;184;183,tag_179 tag_52 tag_184 tag_183
q2174,55;184;183,tag_55 tag_184 tag_183
q2889,63;56;182,tag_63 tag_56 tag_182
q2890,63;55;182,tag_63 tag_55 tag_182
q2891,63;54;182,tag_63 tag_54 tag_182
q3249,60;53;183,tag_60 tag_53 tag_183
q3250,60;53;183,tag_60 tag_53 tag_183
q3251,60;58;183,tag_60 tag_58 tag_183
q3168,60;53;183,tag_60 tag_53 tag_183
q3169,60;57;183,tag_60 tag_57 tag_183
q3170,60;55;183,tag_60 tag_55 tag_183
q3036,68;53;182,tag_68 tag_53 tag_182
q3037,68;56;182,tag_68 tag_56 tag_182
q3038,68;52;182,tag_68 tag_52 tag_182
q3042,60;53;185,tag_60 tag_53 tag_185
q3043,60;54;185,tag_60 tag_54 tag_185
q3044,60;55;185,tag_60 tag_55 tag_185
q3531,64;56;182,tag_64 tag_56 tag_182
q3532,64;52;182,tag_64 tag_52 tag_182
q3533,64;54;182,tag_64 tag_54 tag_182
q2727,59;56;182,tag_59 tag_56 tag_182
q2728,59;54;182,tag_59 tag_54 tag_182
q2729,59;55;182,tag_59 tag_55 tag_182
q2871,63;179;56;185,tag_63 tag_179 tag_56 tag_185
q2872,63;179;52;185,tag_63 tag_179 tag_52 tag_185
q2873,63;179;52;185,tag_63 tag_179 tag_52 tag_185
q2403,53;183;182,tag_53 tag_183 tag_182
q2404,52;183;182,tag_52 tag_183 tag_182
q2405,57;183;182,tag_57 tag_183 tag_182
q1878,53;183;182,tag_53 tag_183 tag_182
q1879,52;183;182,tag_52 tag_183 tag_182
q1880,57;183;182,tag_57 tag_183 tag_182
q1968,56;183;182,tag_56 tag_183 tag_182
q1969,55;183;182,tag_55 tag_183 tag_182
q1970,54;183;182,tag_54 tag_183 tag_182
q1953,56;183;182,tag_56 tag_183 tag_182
q1954,53;183;182,tag_53 tag_183 tag_182
q1955,179;54;183;182,tag_179 tag_54 tag_183 tag_182
q1905,53;184;183,tag_53 tag_184 tag_183
q1906,52;184;183,tag_52 tag_184 tag_183
q1907,54;184;183,tag_54 tag_184 tag_183
q3027,59;53;182,tag_59 tag_53 tag_182
q3028,59;54;182,tag_59 tag_54 tag_182
q3029,59;54;182,tag_59 tag_54 tag_182
q54,9;2;179;184,tag_9 tag_2 tag_179 tag_184
q11173,9;2;182,tag_9 tag_2 tag_182
q1839,53;181;184,tag_53 tag_181 tag_184
q1840,52;181;184,tag_52 tag_181 tag_184
q1841,52;181;184,tag_52 tag_181 tag_184
q2400,179;56;181;184,tag_179 tag_56 tag_181 tag_184
q2401,57;181;184,tag_57 tag_181 tag_184
q2402,55;181;184,tag_55 tag_181 tag_184
q1842,56;181;185,tag_56 tag_181 tag_185
q1843,52;181;185,tag_52 tag_181 tag_185
q1844,55;181;185,tag_55 tag_181 tag_185
q1926,52;182;181,tag_52 tag_182 tag_181
q1927,57;182;181,tag_57 tag_182 tag_181
q1928,55;182;181,tag_55 tag_182 tag_181
q3519,59;56;184,tag_59 tag_56 tag_184
q3520,59;52;184,tag_59 tag_52 tag_184
q3521,59;54;184,tag_59 tag_54 tag_184
q3384,66;53;182,tag_66 tag_53 tag_182
q3385,66;54;182,tag_66 tag_54 tag_182
q3386,66;52;182,tag_66 tag_52 tag_182
q3330,59;179;52;183,tag_59 tag_179 tag_52 tag_183
q3331,59;179;58;183,tag_59 tag_179 tag_58 tag_183
q3332,59;179;54;183,tag_59 tag_179 tag_54 tag_183
q11314,194;53;183,tag_194 tag_53 tag_183
q11315,194;58;183,tag_194 tag_58 tag_183
q11316,194;54;183,tag_194 tag_54 tag_183
q2724,60;53;182,tag_60 tag_53 tag_182
q2725,60;56;182,tag_60 tag_56 tag_182
q2726,60;52;182,tag_60 tag_52 tag_182
q3078,59;52;182,tag_59 tag_52 tag_182
q3079,59;58;182,tag_59 tag_58 tag_182
q3080,59;52;182,tag_59 tag_52 tag_182
q2949,63;53;184,tag_63 tag_53 tag_184
q2950,63;52;184,tag_63 tag_52 tag_184
q2951,63;54;184,tag_63 tag_54 tag_184
q3540,67;179;56;183,tag_67 tag_179 tag_56 tag_183
q3541,67;179;52;183,tag_67 tag_179 tag_52 tag_183
q3542,67;179;54;183,tag_67 tag_179 tag_54 tag_183
q2976,64;179;56;185,tag_64 tag_179 tag_56 tag_185
q2977,64;179;52;185,tag_64 tag_179 tag_52 tag_185
q2978,64;179;55;185,tag_64 tag_179 tag_55 tag_185
q1608,52;183;182,tag_52 tag_183 tag_182
q1609,53;183;182,tag_53 tag_183 tag_182
q1610,57;183;182,tag_57 tag_183 tag_182
q1722,56;184;183,tag_56 tag_184 tag_183
q1723,54;184;183,tag_54 tag_184 tag_183
q1724,179;58;184;183,tag_179 tag_58 tag_184 tag_183
q2040,56;182;183,tag_56 tag_182 tag_183
q2041,58;182;183,tag_58 tag_182 tag_183
q2042,52;182;183,tag_52 tag_182 tag_183
q2208,56;183;184,tag_56 tag_183 tag_184
q2209,179;58;183;184,tag_179 tag_58 tag_183 tag_184
q2210,52;183;184,tag_52 tag_183 tag_184
q3306,70;179;56;183,tag_70 tag_179 tag_56 tag_183
q3307,70;179;53;183,tag_70 tag_179 tag_53 tag_183
q3308,70;179;54;183,tag_70 tag_179 tag_54 tag_183
q3438,60;56;182,tag_60 tag_56 tag_182
q3439,60;54;182,tag_60 tag_54 tag_182
q3440,60;54;182,tag_60 tag_54 tag_182
q3159,70;56;181,tag_70 tag_56 tag_181
q3160,70;54;181,tag_70 tag_54 tag_181
q3161,70;55;181,tag_70 tag_55 tag_181
q1809,53;184;183,tag_53 tag_184 tag_183
q1810,52;184;183,tag_52 tag_184 tag_183
q1811,54;179;184;183,tag_54 tag_179 tag_184 tag_183
q2349,56;184;185;181,tag_56 tag_184 tag_185 tag_181
q2350,52;184;185;181,tag_52 tag_184 tag_185 tag_181
q2351,54;184;185;181,tag_54 tag_184 tag_185 tag_181
q1530,52;183;185,tag_52 tag_183 tag_185
q1531,58;183;185,tag_58 tag_183 tag_185
q1532,54;183;185,tag_54 tag_183 tag_185
q3381,59;56;181,tag_59 tag_56 tag_181
q3382,59;52;181,tag_59 tag_52 tag_181
q3383,59;55;181,tag_59 tag_55 tag_181
q2982,67;179;56;181,tag_67 tag_179 tag_56 tag_181
q2983,67;179;52;181,tag_67 tag_179 tag_52 tag_181
q2984,67;179;52;181,tag_67 tag_179 tag_52 tag_181
q3195,63;179;56;183,tag_63 tag_179 tag_56 tag_183
q3196,63;179;57;183,tag_63 tag_179 tag_57 tag_183
q3197,63;179;54;183,tag_63 tag_179 tag_54 tag_183
q2802,59;53;182,tag_59 tag_53 tag_182
q2803,59;52;182,tag_59 tag_52 tag_182
q2804,59;54;182,tag_59 tag_54 tag_182
q3558,60;53;181,tag_60 tag_53 tag_181
q3559,60;52;181,tag_60 tag_52 tag_181
q3560,60;57;181,tag_60 tag_57 tag_181
q3267,67;56;182,tag_67 tag_56 tag_182
q3268,67;54;182,tag_67 tag_54 tag_182
q3269,67;58;182,tag_67 tag_58 tag_182
q3183,59;56;183,tag_59 tag_56 tag_183
q3184,59;58;183,tag_59 tag_58 tag_183
q3185,59;55;183,tag_59 tag_55 tag_183
q1442,54;181;185,tag_54 tag_181 tag_185
q1440,179;56;181;185,tag_179 tag_56 tag_181 tag_185
q1441,53;181;185,tag_53 tag_181 tag_185
q2448,53;184;183,tag_53 tag_184 tag_183
q2449,179;54;184;183,tag_179 tag_54 tag_184 tag_183
q2450,55;184;183,tag_55 tag_184 tag_183
q1472,52;183;185,tag_52 tag_183 tag_185
q1471,54;183;185,tag_54 tag_183 tag_185
q1470,53;183;185,tag_53 tag_183 tag_185
q2572,52;184;183,tag_52 tag_184 tag_183
q2571,56;184;183,tag_56 tag_184 tag_183
q2573,54;184;183,tag_54 tag_184 tag_183
q1599,52;183;184,tag_52 tag_183 tag_184
q1601,54;183;184,tag_54 tag_183 tag_184
q1600,58;183;184,tag_58 tag_183 tag_184
q1612,57;182;181,tag_57 tag_182 tag_181
q1613,52;182;181,tag_52 tag_182 tag_181
q1611,52;182;181,tag_52 tag_182 tag_181
q1704,53;185;181,tag_53 tag_185 tag_181
q1706,58;185;181,tag_58 tag_185 tag_181
q1705,54;185;181,tag_54 tag_185 tag_181
q2825,67;52;182,tag_67 tag_52 tag_182
q2823,67;54;182,tag_67 tag_54 tag_182
q2824,67;52;182,tag_67 tag_52 tag_182
q3465,63;179;52;184,tag_63 tag_179 tag_52 tag_184
q3467,63;179;54;184,tag_63 tag_179 tag_54 tag_184
q3466,63;179;52;184,tag_63 tag_179 tag_52 tag_184
q11280,194;54;182,tag_194 tag_54 tag_182
q11278,194;56;182,tag_194 tag_56 tag_182
q11279,194;52;182,tag_194 tag_52 tag_182
q3537,64;179;53;181,tag_64 tag_179 tag_53 tag_181
q3538,64;179;52;181,tag_64 tag_179 tag_52 tag_181
q3539,64;179;54;181,tag_64 tag_179 tag_54 tag_181
q2738,60;54;182,tag_60 tag_54 tag_182
q2736,60;56;182,tag_60 tag_56 tag_182
q2737,60;53;182,tag_60 tag_53 tag_182
q3025,66;52;182,tag_66 tag_52 tag_182
q3026,66;52;182,tag_66 tag_52 tag_182
q3024,66;56;182,tag_66 tag_56 tag_182
q2827,59;52;182,tag_59 tag_52 tag_182
q2826,59;56;182,tag_59 tag_56 tag_182
q2828,59;54;182,tag_59 tag_54 tag_182
q3303,59;52;181,tag_59 tag_52 tag_181
q3304,59;54;181,tag_59 tag_54 tag_181
q3305,59;54;181,tag_59 tag_54 tag_181
q1859,54;181;182,tag_54 tag_181 tag_182
q1858,179;58;181;182,tag_179 tag_58 tag_181 tag_182
q1857,52;181;182,tag_52 tag_181 tag_182
q2058,52;185;183,tag_52 tag_185 tag_183
q2060,52;185;183,tag_52 tag_185 tag_183
q2059,52;185;183,tag_52 tag_185 tag_183
q1594,58;183;182,tag_58 tag_183 tag_182
q1593,52;183;182,tag_52 tag_183 tag_182
q1595,179;54;183;182,tag_179 tag_54 tag_183 tag_182
q2810,63;52;182,tag_63 tag_52 tag_182
q2808,63;56;182,tag_63 tag_56 tag_182
q2809,63;54;182,tag_63 tag_54 tag_182
q3596,66;54;182,tag_66 tag_54 tag_182
q3594,66;53;182,tag_66 tag_53 tag_182
q3595,66;52;182,tag_66 tag_52 tag_182
q2681,65;54;181,tag_65 tag_54 tag_181
q2679,65;53;181,tag_65 tag_53 tag_181
q2680,65;52;181,tag_65 tag_52 tag_181
q2700,65;56;185,tag_65 tag_56 tag_185
q2701,65;52;185,tag_65 tag_52 tag_185
q2702,65;54;185,tag_65 tag_54 tag_185
q3097,64;58;182,tag_64 tag_58 tag_182
q3096,64;52;182,tag_64 tag_52 tag_182
q3098,64;55;182,tag_64 tag_55 tag_182
q2743,67;52;182,tag_67 tag_52 tag_182
q2742,67;56;182,tag_67 tag_56 tag_182
q2744,67;54;182,tag_67 tag_54 tag_182
q3015,59;56;182,tag_59 tag_56 tag_182
q3016,59;52;182,tag_59 tag_52 tag_182
q3017,59;54;182,tag_59 tag_54 tag_182
q3300,59;53;183,tag_59 tag_53 tag_183
q3301,59;52;183,tag_59 tag_52 tag_183
q3302,59;54;183,tag_59 tag_54 tag_183
q3316,68;58;184,tag_68 tag_58 tag_184
q3317,68;55;184,tag_68 tag_55 tag_184
q3315,68;56;184,tag_68 tag_56 tag_184
q5857,98,tag_98
q1424,55;184;183,tag_55 tag_184 tag_183
q1422,53;184;183,tag_53 tag_184 tag_183
q1423,54;184;183,tag_54 tag_184 tag_183
q2443,52;182;181,tag_52 tag_182 tag_181
q2444,52;182;181,tag_52 tag_182 tag_181
q2442,179;56;182;181,tag_179 tag_56 tag_182 tag_181
q4237,86,tag_86
q2466,179;52;181;182,tag_179 tag_52 tag_181 tag_182
q2468,55;181;182,tag_55 tag_181 tag_182
q2467,52;181;182,tag_52 tag_181 tag_182
q2140,52;183;182,tag_52 tag_183 tag_182
q2139,53;183;182,tag_53 tag_183 tag_182
q2141,54;183;182,tag_54 tag_183 tag_182
q8685,121,tag_121
q2569,54;181;182,tag_54 tag_181 tag_182
q2568,53;181;182,tag_53 tag_181 tag_182
q2570,52;181;182,tag_52 tag_181 tag_182
q1924,54;183;182,tag_54 tag_183 tag_182
q1925,179;57;183;182,tag_179 tag_57 tag_183 tag_182
q1923,53;183;182,tag_53 tag_183 tag_182
q1697,52;185;181,tag_52 tag_185 tag_181
q1695,53;185;181,tag_53 tag_185 tag_181
q1696,52;185;181,tag_52 tag_185 tag_181
q1707,53;183;185,tag_53 tag_183 tag_185
q1708,53;183;185,tag_53 tag_183 tag_185
q1709,58;183;185,tag_58 tag_183 tag_185
q3327,60;179;53;181,tag_60 tag_179 tag_53 tag_181
q3329,60;179;54;181,tag_60 tag_179 tag_54 tag_181
q3328,60;179;58;181,tag_60 tag_179 tag_58 tag_181
q3257,60;58;181,tag_60 tag_58 tag_181
q3256,60;56;181,tag_60 tag_56 tag_181
q3255,60;53;181,tag_60 tag_53 tag_181
q3146,67;54;184,tag_67 tag_54 tag_184
q3144,67;56;184,tag_67 tag_56 tag_184
q3145,67;52;184,tag_67 tag_52 tag_184
q3003,68;52;181,tag_68 tag_52 tag_181
q3005,68;55;181,tag_68 tag_55 tag_181
q3004,68;56;181,tag_68 tag_56 tag_181
q2049,179;53;185;181,tag_179 tag_53 tag_185 tag_181
q2051,55;185;181,tag_55 tag_185 tag_181
q2050,52;185;181,tag_52 tag_185 tag_181
q2308,58;182;181,tag_58 tag_182 tag_181
q2307,56;182;181,tag_56 tag_182 tag_181
q2309,54;182;181,tag_54 tag_182 tag_181
q1558,179;52;181;182,tag_179 tag_52 tag_181 tag_182
q1559,54;181;182,tag_54 tag_181 tag_182
q1557,56;181;182,tag_56 tag_181 tag_182
q3508,68;179;52;181,tag_68 tag_179 tag_52 tag_181
q3509,68;179;54;181,tag_68 tag_179 tag_54 tag_181
q3507,68;179;53;181,tag_68 tag_179 tag_53 tag_181
q2410,57;184;182;181,tag_57 tag_184 tag_182 tag_181
q2411,55;184;182;181,tag_55 tag_184 tag_182 tag_181
q2409,53;184;182;181,tag_53 tag_184 tag_182 tag_181
q1807,52;181;182,tag_52 tag_181 tag_182
q1808,52;181;182,tag_52 tag_181 tag_182
q1806,56;181;182,tag_56 tag_181 tag_182
q2388,53;183;181;184,tag_53 tag_183 tag_181 tag_184
q2390,57;183;181;184,tag_57 tag_183 tag_181 tag_184
q2389,52;183;181;184,tag_52 tag_183 tag_181 tag_184
q1506,56;184;181;182,tag_56 tag_184 tag_181 tag_182
q1507,52;184;181;182,tag_52 tag_184 tag_181 tag_182
q1508,179;52;184;181;182,tag_179 tag_52 tag_184 tag_181 tag_182
q3152,68;52;184,tag_68 tag_52 tag_184
q3151,68;52;184,tag_68 tag_52 tag_184
q3150,68;53;184,tag_68 tag_53 tag_184
q10986,10;7;182,tag_10 tag_7 tag_182
q6320,94,tag_94
q9907,74,tag_74
q9982,84,tag_84
q4108,106,tag_106
q1956,56;181;182,tag_56 tag_181 tag_182
q1957,54;181;182,tag_54 tag_181 tag_182
q1958,54;181;182,tag_54 tag_181 tag_182
q1725,53;184;181,tag_53 tag_184 tag_181
q1727,55;184;181,tag_55 tag_184 tag_181
q1726,58;184;181,tag_58 tag_184 tag_181
q8135,4;2;179;183,tag_4 tag_2 tag_179 tag_183
q87,10;7;181,tag_10 tag_7 tag_181
q10287,76,tag_76
q6455,98,tag_98
q5830,74,tag_74
q5296,80,tag_80
q3006,64;56;183,tag_64 tag_56 tag_183
q3007,64;53;183,tag_64 tag_53 tag_183
q3008,64;52;183,tag_64 tag_52 tag_183
q3420,59;179;53;181,tag_59 tag_179 tag_53 tag_181
q3421,59;179;54;181,tag_59 tag_179 tag_54 tag_181
q3422,59;179;54;181,tag_59 tag_179 tag_54 tag_181
q11246,16;2;185,tag_16 tag_2 tag_185
q76,8;2;182,tag_8 tag_2 tag_182
q11151,20;21;181,tag_20 tag_21 tag_181
q3423,59;56;183,tag_59 tag_56 tag_183
q3424,59;52;183,tag_59 tag_52 tag_183
q3425,59;52;183,tag_59 tag_52 tag_183
q3063,60;53;181,tag_60 tag_53 tag_181
q3064,60;58;181,tag_60 tag_58 tag_181
q3065,60;55;181,tag_60 tag_55 tag_181
q10210,76,tag_76
q9724,85,tag_85
q4154,84,tag_84
q9511,83,tag_83
q2074,179;53;185;181,tag_179 tag_53 tag_185 tag_181
q2073,56;185;181,tag_56 tag_185 tag_181
q2075,54;185;181,tag_54 tag_185 tag_181
q1604,52;182;181,tag_52 tag_182 tag_181
q1602,52;182;181,tag_52 tag_182 tag_181
q1603,58;182;181,tag_58 tag_182 tag_181
q2565,56;184;181,tag_56 tag_184 tag_181
q2566,179;53;184;181,tag_179 tag_53 tag_184 tag_181
q2567,54;184;181,tag_54 tag_184 tag_181
q1947,56;182;181,tag_56 tag_182 tag_181
q1949,55;182;181,tag_55 tag_182 tag_181
q1948,53;182;181,tag_53 tag_182 tag_181
q2382,53;181;182,tag_53 tag_181 tag_182
q2383,57;181;182,tag_57 tag_181 tag_182
q2384,179;55;181;182,tag_179 tag_55 tag_181 tag_182
q2232,53;182;181,tag_53 tag_182 tag_181
q2233,52;182;181,tag_52 tag_182 tag_181
q2234,54;182;181,tag_54 tag_182 tag_181
q1591,58;182;183,tag_58 tag_182 tag_183
q1592,54;182;183,tag_54 tag_182 tag_183
q1590,53;182;183,tag_53 tag_182 tag_183
q1680,54;181;185,tag_54 tag_181 tag_185
q1681,52;181;185,tag_52 tag_181 tag_185
q1682,179;54;181;185,tag_179 tag_54 tag_181 tag_185
q2327,52;184;183,tag_52 tag_184 tag_183
q2325,53;184;183,tag_53 tag_184 tag_183
q2326,52;184;183,tag_52 tag_184 tag_183
q2780,59;54;182,tag_59 tag_54 tag_182
q2779,59;52;182,tag_59 tag_52 tag_182
q2778,59;53;182,tag_59 tag_53 tag_182
q11286,194;54;181,tag_194 tag_54 tag_181
q11284,194;56;181,tag_194 tag_56 tag_181
q11285,194;52;181,tag_194 tag_52 tag_181
q3287,59;52;181,tag_59 tag_52 tag_181
q3286,59;55;181,tag_59 tag_55 tag_181
q3285,59;56;181,tag_59 tag_56 tag_181
q3401,60;55;181,tag_60 tag_55 tag_181
q3399,60;56;181,tag_60 tag_56 tag_181
q3400,60;53;181,tag_60 tag_53 tag_181
q2299,53;183;182,tag_53 tag_183 tag_182
q2298,56;183;182,tag_56 tag_183 tag_182
q2300,58;183;182,tag_58 tag_183 tag_182
q2286,53;181;182,tag_53 tag_181 tag_182
q2287,53;181;182,tag_53 tag_181 tag_182
q2288,58;181;182,tag_58 tag_181 tag_182
q1444,52;184;183,tag_52 tag_184 tag_183
q1445,179;54;184;183,tag_179 tag_54 tag_184 tag_183
q1443,56;184;183,tag_56 tag_184 tag_183
q1828,179;52;181;184,tag_179 tag_52 tag_181 tag_184
q1827,56;181;184,tag_56 tag_181 tag_184
q1829,55;181;184,tag_55 tag_181 tag_184
q10962,8;2;184,tag_8 tag_2 tag_184
q8072,6;7;184,tag_6 tag_7 tag_184
q37,9;2;179;181,tag_9 tag_2 tag_179 tag_181
q2186,52;183;184,tag_52 tag_183 tag_184
q2184,53;183;184,tag_53 tag_183 tag_184
q2185,54;183;184,tag_54 tag_183 tag_184
q1452,53;184;181,tag_53 tag_184 tag_181
q1454,52;184;181,tag_52 tag_184 tag_181
q1453,54;184;181,tag_54 tag_184 tag_181
q2335,55;184;183,tag_55 tag_184 tag_183
q2334,53;184;183,tag_53 tag_184 tag_183
q2336,54;184;183,tag_54 tag_184 tag_183
q2199,56;183;185,tag_56 tag_183 tag_185
q2200,53;183;185,tag_53 tag_183 tag_185
q2201,179;58;183;185,tag_179 tag_58 tag_183 tag_185
q2128,52;182;183,tag_52 tag_182 tag_183
q2129,55;182;183,tag_55 tag_182 tag_183
q2127,52;182;183,tag_52 tag_182 tag_183
q1629,53;181;182,tag_53 tag_181 tag_182
q1631,54;181;182,tag_54 tag_181 tag_182
q1630,179;57;181;182,tag_179 tag_57 tag_181 tag_182
q2070,179;52;185;181,tag_179 tag_52 tag_185 tag_181
q2071,54;185;181,tag_54 tag_185 tag_181
q2072,54;185;181,tag_54 tag_185 tag_181
q11248,1;2;185,tag_1 tag_2 tag_185
q8151,6;7;183,tag_6 tag_7 tag_183
q11023,19;2;182,tag_19 tag_2 tag_182
q8091,4;2;181,tag_4 tag_2 tag_181
q3452,63;52;182,tag_63 tag_52 tag_182
q3450,63;56;182,tag_63 tag_56 tag_182
